tier,lemma,crossword_form,length,pos,date,first_year,evidence,formation,band,usage,subject,definition,other_current_oed_forms,oed_homograph_number,url
"1 - single year of evidence, form unique",poppean,POPPEAN,7,adjective,1791,1791,printed date range,derivative,0,,drug use,Of or resembling opium or its effects; soporific.,0,,http://www.oed.com/dictionary/poppean_adj
"1 - single year of evidence, form unique",poppish,POPPISH,7,adjective,1881,1881,printed date range,derivative,0,,,Of the nature of a carbonated drink; fizzy.,0,,http://www.oed.com/dictionary/poppish_adj
"1 - single year of evidence, form unique",porelet,PORELET,7,noun,a1382,1382,printed date range,derivative,0,,,A pauper.,0,,http://www.oed.com/dictionary/porelet_n
"1 - single year of evidence, form unique",portify,PORTIFY,7,verb,1861,1861,printed date range,derivative,0,,,transitive. To convert (claret) into port; in…,0,,http://www.oed.com/dictionary/portify_v
"1 - single year of evidence, form unique",postify,POSTIFY,7,verb,1624,1624,printed date range,derivative,0,,,transitive. To fix or nail to a post.,0,,http://www.oed.com/dictionary/postify_v
"1 - single year of evidence, form unique",pot-fury,POTFURY,7,noun,1597,1597,printed date range,compound,0,,,Fury or excitement brought on by inebriation.,0,,http://www.oed.com/dictionary/pot-fury_n
"1 - single year of evidence, form unique",potling,POTLING,7,noun,1616,1616,printed date range,derivative,0,,,"A drunkard. Cf. poetling, n.",0,,http://www.oed.com/dictionary/potling_n
"1 - single year of evidence, form unique",procumb,PROCUMB,7,verb,1791,1791,printed date range,borrowing,0,,,intransitive. To prostrate oneself.,0,,http://www.oed.com/dictionary/procumb_v
"1 - single year of evidence, form unique",proturb,PROTURB,7,verb,1845,1845,printed date range,borrowing,0,humorous,,transitive. To drive or chase out.,0,,http://www.oed.com/dictionary/proturb_v
"1 - single year of evidence, form unique",puffkin,PUFFKIN,7,noun,1639,1639,printed date range,derivative,0,,,A flighty or capricious person.,0,,http://www.oed.com/dictionary/puffkin_n
"1 - single year of evidence, form unique",punnage,PUNNAGE,7,noun,a1849,1849,printed date range,derivative,0,,,Puns collectively.,0,,http://www.oed.com/dictionary/punnage_n
"1 - single year of evidence, form unique",punyish,PUNYISH,7,adjective,1832,1832,printed date range,derivative,0,,,Somewhat puny.,0,,http://www.oed.com/dictionary/punyish_adj
"1 - single year of evidence, form unique",pur-chop,PURCHOP,7,noun,a1637,1637,printed date range,compound,0,,sport and leisure/games/cards,(Perhaps) the truncheon often depicted in the…,0,,http://www.oed.com/dictionary/pur-chop_n
"1 - single year of evidence, form unique",pushery,PUSHERY,7,noun,1788,1788,printed date range,derivative,0,,,"Pushiness. Cf. push, v. II.10.",0,,http://www.oed.com/dictionary/pushery_n
"1 - single year of evidence, form unique",pyrergy,PYRERGY,7,noun,1651,1651,printed date range,borrowing,0,,sciences/physical sciences/physics,The action of working in or with fire; heat energy.,0,,http://www.oed.com/dictionary/pyrergy_n
"1 - single year of evidence, form unique",reinage,REINAGE,7,noun,1863,1863,printed date range,derivative,0,,sport and leisure/horses and riding,Reins collectively.,0,,http://www.oed.com/dictionary/reinage_n
"1 - single year of evidence, form unique",rosabel,ROSABEL,7,noun,1523,1523,printed date range,borrowing,0,,,A beautiful rose.,0,,http://www.oed.com/dictionary/rosabel_n
"1 - single year of evidence, form unique",runlong,RUNLONG,7,noun,1674,1674,printed date range,compound,0,,,The course or passage of something.,0,,http://www.oed.com/dictionary/runlong_n
"1 - single year of evidence, form unique",sexious,SEXIOUS,7,adjective,a1593,1593,printed date range,derivative,0,,,"Perhaps: sectarian (cf. sex, n.²).",0,,http://www.oed.com/dictionary/sexious_adj
"1 - single year of evidence, form unique",sing-man,SINGMAN,7,noun,1691,1691,printed date range,compound,0,,religion and belief/religion,A singing man.,0,,http://www.oed.com/dictionary/sing-man_n
"1 - single year of evidence, form unique",stagean,STAGEAN,7,adjective,1602,1602,printed date range,derivative,0,,arts/performing arts/theatre,Characteristic or reminiscent of plays or…,0,,http://www.oed.com/dictionary/stagean_adj
"1 - single year of evidence, form unique",stupple,STUPPLE,7,noun,1611,1611,printed date range,variant,0,,,Probably: a stepping stone or a row of these.,0,,http://www.oed.com/dictionary/stupple_n
"1 - single year of evidence, form unique",subchet,SUBCHET,7,noun,?a1513,1513,printed date range,variant,0,,,"Probably: = sub-charge, n. 1.",0,,http://www.oed.com/dictionary/subchet_n
"1 - single year of evidence, form unique",surling,SURLING,7,noun,1605,1605,printed date range,derivative,0,,,A surly fellow.,0,,http://www.oed.com/dictionary/surling_n
"1 - single year of evidence, form unique",survise,SURVISE,7,verb,1600,1600,printed date range,variant,0,,,"transitive. To look upon, behold.",0,,http://www.oed.com/dictionary/survise_v
"1 - single year of evidence, form unique",tapskin,TAPSKIN,7,noun,1605,1605,printed date range,compound,0,,arts/performing arts/music,A drumstick.,0,,http://www.oed.com/dictionary/tapskin_n
"1 - single year of evidence, form unique",taurize,TAURIZE,7,verb,1727,1727,printed date range,borrowing,0,,religion and belief/mythology/classical mythology,"intransitive. To play the bull, to take the form…",0,,http://www.oed.com/dictionary/taurize_v
"1 - single year of evidence, form unique",tawdrum,TAWDRUM,7,noun,1680,1680,printed date range,borrowing,0,,,A tawdry decoration.,0,,http://www.oed.com/dictionary/tawdrum_n
"1 - single year of evidence, form unique",testern,TESTERN,7,verb,a1616,1616,printed date range,derivative,0,,economics and commerce,transitive. To present with a tester; to ‘tip’.,0,,http://www.oed.com/dictionary/testern_v
"1 - single year of evidence, form unique",towneen,TOWNEEN,7,noun,1893,1893,printed date range,derivative,0,,,A small town.,0,,http://www.oed.com/dictionary/towneen_n
"1 - single year of evidence, form unique",toy-pate,TOYPATE,7,noun,1702,1702,printed date range,compound,0,,,A person with a head full of odd fancies or…,0,,http://www.oed.com/dictionary/toy-pate_n
"1 - single year of evidence, form unique",tphrowh,TPHROWH,7,interjection,1575,1575,printed date range,imitative,0,,,An exclamation to arrest or call attention: cf…,0,,http://www.oed.com/dictionary/tphrowh_int
"1 - single year of evidence, form unique",unclify,UNCLIFY,7,verb,1799,1799,printed date range,derivative,0,,,transitive. To make an uncle of.,0,,http://www.oed.com/dictionary/unclify_v
"1 - single year of evidence, form unique",wit-rack,WITRACK,7,noun,1642,1642,printed date range,compound,0,,,A faculty of eliciting speech by wit (as a rack…,0,,http://www.oed.com/dictionary/wit-rack_n
"1 - single year of evidence, form unique",woodist,WOODIST,7,noun,1613,1613,printed date range,derivative,0,,,An imaginary uncivilized human-like creature…,0,,http://www.oed.com/dictionary/woodist_n
"1 - single year of evidence, form unique",zonulet,ZONULET,7,noun,1648,1648,printed date range,borrowing,0,,,A little zone or girdle.,0,,http://www.oed.com/dictionary/zonulet_n
"1 - single year of evidence, form unique",adventry,ADVENTRY,8,noun,1616,1616,printed date range,derivative,0,,,An adventure; an enterprise or undertaking.,0,,http://www.oed.com/dictionary/adventry_n
"1 - single year of evidence, form unique",aliicide,ALIICIDE,8,noun,1868,1868,printed date range,borrowing,0,,,Murder.,0,,http://www.oed.com/dictionary/aliicide_n
"1 - single year of evidence, form unique",bearbrat,BEARBRAT,8,noun,1582,1582,printed date range,compound,0,derogatory,,A term of abuse for a person.,0,,http://www.oed.com/dictionary/bearbrat_n
"1 - single year of evidence, form unique",betawder,BETAWDER,8,verb,1682,1682,printed date range,derivative,0,,,transitive. To adorn or dress (someone) in gaudy…,0,,http://www.oed.com/dictionary/betawder_v
"1 - single year of evidence, form unique",blindled,BLINDLED,8,adjective,1605,1605,printed date range,derivative,0,,,Veiled; darkened.,0,,http://www.oed.com/dictionary/blindled_adj
"1 - single year of evidence, form unique",break gap,BREAKGAP,8,noun,1662,1662,printed date range,compound,0,,,That which opens a gap or passage; (in quot. in…,0,,http://www.oed.com/dictionary/break-gap_n
"1 - single year of evidence, form unique",bush-bill,BUSHBILL,8,noun,1626,1626,printed date range,compound,0,,agriculture and horticulture/forestry,Probably: a tool for cutting back vegetation; a…,0,,http://www.oed.com/dictionary/bush-bill_n
"1 - single year of evidence, form unique",bush-knot,BUSHKNOT,8,noun,1880,1880,printed date range,compound,0,,,"A crude or makeshift knot. See bush, n.¹ B.2.",0,,http://www.oed.com/dictionary/bush-knot_n
"1 - single year of evidence, form unique",cawation,CAWATION,8,noun,a1635,1635,printed date range,derivative,0,,,"The cawing of a crow, rook, raven, or other bird…",0,,http://www.oed.com/dictionary/cawation_n
"1 - single year of evidence, form unique",chantlet,CHANTLET,8,noun,a1874,1874,printed date range,derivative,0,,arts/performing arts/music,A little song or melody.,0,,http://www.oed.com/dictionary/chantlet_n
"1 - single year of evidence, form unique",check-set,CHECKSET,8,noun,1861,1861,printed date range,compound,0,,agriculture and horticulture/agriculture,"A corn-planting machine, or a device attached to…",0,,http://www.oed.com/dictionary/check-set_n
"1 - single year of evidence, form unique",civicize,CIVICIZE,8,verb,1888,1888,printed date range,derivative,0,,,transitive. To make civic or urban.,0,,http://www.oed.com/dictionary/civicize_v
"1 - single year of evidence, form unique",club drub,CLUBDRUB,8,verb,1875,1875,printed date range,compound,0,,,transitive to beat (a person) with a club.,0,,http://www.oed.com/dictionary/club-drub_v
"1 - single year of evidence, form unique",comb-feat,COMBFEAT,8,noun,1653,1653,printed date range,compound,0,,,"‘A dressing or thrashing’ (Davies): cf. comb, v. 3.",0,,http://www.oed.com/dictionary/comb-feat_n
"1 - single year of evidence, form unique",contruth,CONTRUTH,8,verb,1650,1650,printed date range,derivative,0,,,"intransitive. To be true together, agree in truth.",0,,http://www.oed.com/dictionary/contruth_v
"1 - single year of evidence, form unique",copester,COPESTER,8,noun,1637,1637,printed date range,derivative,0,,crafts and trades/costume,"A wearer of a cope, i.e. a monk.",0,,http://www.oed.com/dictionary/copester_n
"1 - single year of evidence, form unique",coughery,COUGHERY,8,noun,1693,1693,printed date range,derivative,0,,,Coughing-place.,0,,http://www.oed.com/dictionary/coughery_n
"1 - single year of evidence, form unique",cross-dog,CROSSDOG,8,noun,1861,1861,printed date range,compound,0,,,A type of building implement used for supporting…,0,,http://www.oed.com/dictionary/cross-dog_n
"1 - single year of evidence, form unique",cullyism,CULLYISM,8,noun,1712,1712,printed date range,derivative,0,,,The condition of a cully.,0,,http://www.oed.com/dictionary/cullyism_n
"1 - single year of evidence, form unique",dacoitee,DACOITEE,8,noun,1887,1887,printed date range,derivative,0,,,A person robbed by a dacoit or dacoits.,0,,http://www.oed.com/dictionary/dacoitee_n
"1 - single year of evidence, form unique",dactylet,DACTYLET,8,noun,1597,1597,printed date range,derivative,0,,arts/literature/prosody,A little dactyl.,0,,http://www.oed.com/dictionary/dactylet_n
"1 - single year of evidence, form unique",darkship,DARKSHIP,8,noun,1707,1707,printed date range,derivative,0,,,With possessive adjective: a mock title of…,0,,http://www.oed.com/dictionary/darkship_n
"1 - single year of evidence, form unique",day-liver,DAYLIVER,8,noun,1623,1623,printed date range,compound,0,,,A person who experiences life day by day.,0,,http://www.oed.com/dictionary/day-liver_n
"1 - single year of evidence, form unique",debt-bind,DEBTBIND,8,verb,1563,1563,printed date range,compound,0,,,"transitive. To bind by obligation, render indebted.",0,,http://www.oed.com/dictionary/debt-bind_v
"1 - single year of evidence, form unique",dementir,DEMENTIR,8,verb,1707,1707,printed date range,borrowing,0,,,"transitive. To fail to justify, belie.",0,,http://www.oed.com/dictionary/dementir_v
"1 - single year of evidence, form unique",depastor,DEPASTOR,8,noun,1583,1583,printed date range,borrowing,0,,,"One who feeds upon, eats away, or consumes.",0,,http://www.oed.com/dictionary/depastor_n
"1 - single year of evidence, form unique",derident,DERIDENT,8,adjective,1609,1609,printed date range,borrowing,0,,,"? Deriding, or smiling.",0,,http://www.oed.com/dictionary/derident_adj
"1 - single year of evidence, form unique",devilade,DEVILADE,8,noun,1775,1775,printed date range,derivative,0,,,A social gathering or entertainment regarded as…,0,,http://www.oed.com/dictionary/devilade_n
"1 - single year of evidence, form unique",diaprize,DIAPRIZE,8,verb,1626,1626,printed date range,borrowing,0,,arts/decorative arts,"= diaper, v.",0,,http://www.oed.com/dictionary/diaprize_v
"1 - single year of evidence, form unique",dishedge,DISHEDGE,8,verb,c1595,1595,printed date range,derivative,0,,,transitive. To deprive of its hedge.,0,,http://www.oed.com/dictionary/dishedge_v
"1 - single year of evidence, form unique",dog-thick,DOGTHICK,8,adjective,a1810,1810,printed date range,compound,0,,,"As ‘thick’ as dogs, intimate (cf. dog, n.¹…",0,,http://www.oed.com/dictionary/dog-thick_adj
"1 - single year of evidence, form unique",dum-cowed,DUMCOWED,8,adjective,1825,1825,printed date range,derivative,0,,,Intimidated or threatened; browbeaten.,0,,http://www.oed.com/dictionary/dum-cowed_adj
"1 - single year of evidence, form unique",dustling,DUSTLING,8,noun,1674,1674,printed date range,derivative,0,,,"A small grain or particle; cf. dust, n.¹ 2a.",0,,http://www.oed.com/dictionary/dustling_n
"1 - single year of evidence, form unique",ear-ridge,EARRIDGE,8,noun,1853,1853,printed date range,compound,0,,crafts and trades/costume/hats,A headband worn as a protection against cold.,0,,http://www.oed.com/dictionary/ear-ridge_n
"1 - single year of evidence, form unique",easeress,EASERESS,8,noun,1631,1631,printed date range,derivative,0,,,A woman who provides relief from pain or distress.,0,,http://www.oed.com/dictionary/easeress_n
"1 - single year of evidence, form unique",ellipsed,ELLIPSED,8,adjective,1607,1607,printed date range,derivative,0,,,Characterized by ellipsis.,0,,http://www.oed.com/dictionary/ellipsed_adj
"1 - single year of evidence, form unique",emperson,EMPERSON,8,verb,1548,1548,printed date range,derivative,0,,,"transitive. To unite in one person. Cf. person, v. 1.",0,,http://www.oed.com/dictionary/emperson_v
"1 - single year of evidence, form unique",engotish,ENGOTISH,8,verb,1664,1664,printed date range,derivative,0,,,transitive. To class or designate as ‘Gothic’.,0,,http://www.oed.com/dictionary/engotish_v
